Date,Open,High,Low,Close,Volume
26.08.2025 16:00:00,"21443,63","21550,93","21389,1","21544,27",0
27.08.2025 16:00:00,"21526,33","21616,17","21476,3","21590,14",0
28.08.2025 16:00:00,"21619,27","21742,46","21534,94","21705,16",0
29.08.2025 16:00:00,"21630,33","21631,15","21397,98","21455,55",0
02.09.2025 16:00:00,"21086,58","21293,69","21033,05","21279,63",0
03.09.2025 16:00:00,"21461,63","21553,98","21370,98","21497,73",0
04.09.2025 16:00:00,"21539,91","21711,96","21469,4","21707,69",0
05.09.2025 16:00:00,"21860,44","21878,81","21534,73","21700,39",0
08.09.2025 16:00:00,"21806,22","21885,62","21776,24","21798,7",0
09.09.2025 16:00:00,"21858,17","21891,42","21731,48","21879,49",0
10.09.2025 16:00:00,"21879,49","22000,97","21810,84","21886,06",0
11.09.2025 16:00:00,"21977,52","22059,71","21908,81","22043,08",0
12.09.2025 16:00:00,"22078,63","22182,34","22031,62","22141,1",0
15.09.2025 16:00:00,"22243,2","22352,25",22233,"22348,75",0
16.09.2025 16:00:00,"22348,75","22397,5","22308,78","22333,96",0
17.09.2025 16:00:00,"22333,96","22339,54","22058,92","22261,33",0
18.09.2025 16:00:00,"22439,11","22540,93","22358,49","22470,73",0
19.09.2025 16:00:00,"22554,32","22645,11","22497,71","22631,48",0
22.09.2025 16:00:00,"22606,59","22801,9","22590,86","22788,98",0
23.09.2025 16:00:00,"22782,72","22785,13","22539,04","22573,47",0
24.09.2025 16:00:00,"22656,02","22657,45",22397,"22497,86",0
26.09.2025 16:00:00,"22403,27","22488,18","22285,44","22484,07",0
29.09.2025 16:00:00,"22605,3","22704,9","22536,06","22591,15",0
30.09.2025 16:00:00,"22580,36","22671,39","22493,96","22660,01",0
01.10.2025 16:00:00,"22530,95","22782,58","22516,74","22755,16",0
02.10.2025 16:00:00,"22885,91","22900,6","22729,75","22844,05",0
03.10.2025 16:00:00,"22886,16","22925,43","22695,82","22780,51",0
06.10.2025 16:00:00,"22894,35","22991,72","22827,56","22941,67",0
07.10.2025 16:00:00,"22972,37","23006,07","22718,76","22788,36",0
08.10.2025 16:00:00,"22852,32","23045,14","22845,42","23043,38",0
09.10.2025 16:00:00,"23045,33","23062,62","22899,16","23024,63",0
10.10.2025 16:00:00,"23043,52","23119,91","22193,07","22204,43",0
13.10.2025 16:00:00,"22578,67","22718,75","22499,49","22694,61",0
14.10.2025 16:00:00,"22388,04","22691,07","22213,73","22521,7",0
15.10.2025 16:00:00,"22738,5","22841,69","22427,79","22670,08",0
16.10.2025 16:00:00,"22764,4","22886,87","22404,69","22562,54",0
17.10.2025 16:00:00,"22489,82","22736,01","22396,65","22679,98",0
20.10.2025 16:00:00,"22844,82","23031,87",22841,"22990,54",0
21.10.2025 16:00:00,"22984,55","23010,35","22894,42","22953,67",0
22.10.2025 16:00:00,"22940,79","22978,4","22514,08","22740,4",0
23.10.2025 16:00:00,"22751,33","22983,46","22732,18","22941,8",0
24.10.2025 16:00:00,"23143,23","23261,26","23127,96","23204,87",0
27.10.2025 16:00:00,"23537,32","23658,66","23493,96","23637,46",0
28.10.2025 16:00:00,"23766,46","23901,36","23675,19","23827,49",0
29.10.2025 16:00:00,"23987,29","24019,99",23764,"23958,47",0
30.10.2025 16:00:00,"23793,08","23846,13","23578,47","23581,14",0
31.10.2025 16:00:00,"23941,78","23946,23","23628,83","23724,96",0
03.11.2025 16:00:00,"23951,91","23976,84","23764,87","23834,72",0
04.11.2025 16:00:00,"23458,21","23644,15","23333,32","23348,64",0
05.11.2025 16:00:00,"23358,08","23636,53","23286,87","23499,8",0
06.11.2025 16:00:00,"23461,29","23469,55","23011,06","23053,99",0
07.11.2025 16:00:00,"22892,92","23009,92","22563,42","23004,54",0
10.11.2025 16:00:00,"23354,85","23569,62","23290,05","23527,17",0
11.11.2025 16:00:00,"23407,72","23508,44","23315,28","23468,3",0
12.11.2025 16:00:00,"23563,84","23564,09","23278,3","23406,46",0
13.11.2025 16:00:00,"23262,65","23264,27","22796,07","22870,36",0
14.11.2025 16:00:00,"22544,73","23073,18","22436,79","22900,59",0
17.11.2025 16:00:00,"22788,32","23044,55","22559,51","22708,08",0
18.11.2025 16:00:00,"22565,91","22643,01","22231,15","22432,85",0
19.11.2025 16:00:00,"22459,27","22821,24","22385,22","22564,23",0
20.11.2025 16:00:00,23057,"23147,33","22043,2","22078,05",0
21.11.2025 16:00:00,"22162,83","22531,84","21898,29","22273,08",0
24.11.2025 16:00:00,"22482,16","22916,4","22478,27","22872,01",0
25.11.2025 16:00:00,"22802,85","23070,09","22587,11","23025,59",0
26.11.2025 16:00:00,"23163,19","23280,58","23074,39","23214,69",0
28.11.2025 13:05:00,"23214,69","23365,79","23250,51","23365,69",0
01.12.2025 16:00:00,"23172,34","23363,85","23110,21","23275,92",0
02.12.2025 16:00:00,"23379,75","23526,23","23286,46","23413,67",0
03.12.2025 16:00:00,"23315,58","23499,93","23271,83","23454,09",0
04.12.2025 16:00:00,"23527,3","23528,53","23372,33","23505,14",0
05.12.2025 16:00:00,"23567,77","23680,03",23506,"23578,13",0
08.12.2025 16:00:00,"23638,22","23698,93","23455,05","23545,9",0
09.12.2025 16:00:00,"23504,61","23616,46","23449,73","23576,49",0
10.12.2025 16:00:00,23536,"23704,08","23435,17","23654,16",0
11.12.2025 16:00:00,"23509,22","23606,7","23308,95","23593,86",0
12.12.2025 16:00:00,"23488,87","23554,89","23094,51","23195,17",0
15.12.2025 16:00:00,"23330,04","23345,56",23012,"23057,41",0
16.12.2025 16:00:00,"22981,82","23162,6","22920,66","23111,46",0
17.12.2025 16:00:00,"23135,61","23159,2",22692,"22693,32",0
18.12.2025 16:00:00,"23012,06","23149,61","22906,23","23006,36",0
19.12.2025 16:00:00,"23121,9","23307,91","23106,19","23307,62",0
22.12.2025 16:00:00,"23450,53","23476,5","23362,93","23428,83",0
23.12.2025 16:00:00,"23407,7","23563,46","23377,49","23561,84",0
24.12.2025 13:05:00,"23555,95","23621,72","23527,97","23613,31",0
26.12.2025 16:00:00,"23645,91","23665,15","23567,86","23593,1",0
29.12.2025 16:00:00,"23414,68","23531,02","23397,52","23474,35",0
30.12.2025 16:00:00,"23465,67","23521,05","23414,83","23419,08",0
31.12.2025 16:00:00,"23420,85","23445,26","23237,78","23241,99",0
02.01.2026 16:00:00,"23481,49","23585,96","23119,49","23235,63",0
05.01.2026 16:00:00,"23449,67","23476,51","23332,23","23395,82",0
06.01.2026 16:00:00,"23446,96","23559,15","23389,57","23547,17",0
07.01.2026 16:00:00,"23544,89","23723,37","23504,22","23584,28",0
08.01.2026 16:00:00,"23548,88","23558,17","23353,46","23480,02",0
09.01.2026 16:00:00,"23496,21","23721,15","23426,48","23671,35",0
12.01.2026 16:00:00,"23576,88","23804,05","23562,97","23733,9",0
13.01.2026 16:00:00,"23735,12","23813,3","23607,59","23709,87",0
14.01.2026 16:00:00,"23563,92","23590,2","23306,66","23471,75",0
15.01.2026 16:00:00,"23693,97","23721,11","23502,18","23530,02",0
16.01.2026 16:00:00,"23639,69","23664,26","23446,81","23515,39",0
20.01.2026 16:00:00,"23142,69","23236,05","22916,83","22954,32",0
21.01.2026 16:00:00,"23017,68","23383,24","22927,88","23224,83",0
22.01.2026 16:00:00,"23440,71","23503,16","23335,15","23436,02",0
23.01.2026 16:00:00,"23440,92","23610,74","23374,26","23501,24",0
26.01.2026 16:00:00,"23526,68","23688,94","23486,08","23601,36",0
27.01.2026 16:00:00,"23734,75","23865,26","23694,38","23817,1",0
28.01.2026 16:00:00,"23966,52","23988,27","23775,49","23857,45",0
29.01.2026 16:00:00,"23830,92","23840,55","23232,78","23685,12",0
30.01.2026 16:00:00,"23578,96","23662,25","23351,55","23461,82",0
02.02.2026 16:00:00,"23370,55","23686,83","23356,4","23592,11",0
03.02.2026 16:00:00,"23667,44","23691,6","23027,22","23255,19",0
04.02.2026 16:00:00,"23217,02","23270,07","22684,51","22904,58",0
05.02.2026 16:00:00,"22604,02","22841,28","22461,14","22540,59",0
06.02.2026 16:00:00,"22625,3","23088,46","22586,4","23031,21",0
09.02.2026 16:00:00,"22952,24","23314,67","22878,37","23238,67",0
10.02.2026 16:00:00,"23271,22","23310,73","23089,1","23102,47",0
11.02.2026 16:00:00,"23278,29","23320,62","22902,01","23066,47",0
12.02.2026 16:00:00,"23142,87","23161,6","22548,02","22597,15",0
13.02.2026 16:00:00,"22561,46","22742,06","22402,38","22546,67",0
17.02.2026 16:00:00,"22394,76","22690,83","22256,76","22578,38",0
18.02.2026 16:00:00,"22629,85","22895,96","22597,77","22753,64",0
19.02.2026 16:00:00,"22639,88","22768,83","22583,61","22682,73",0
20.02.2026 16:00:00,"22542,28","22948,87","22539,05","22886,07",0
23.02.2026 16:00:00,"22840,97","22893,22","22547,12","22627,27",0
24.02.2026 16:00:00,"22641,6","22895,48","22528,26","22863,68",0
25.02.2026 16:00:00,"23005,01","23169,68","23004,69","23152,08",0
26.02.2026 16:00:00,"23096,97","23109,46","22670,8","22878,38",0
27.02.2026 16:00:00,"22615,43","22735,78","22538,3","22668,21",0
